jd_filename,sector,role_type,category,code,code_label,evidence,required,confidence
Glencore Electrical.docx,Minerals - Underground,Maintenance Supervisor,DUTY,D10,Drive continuous improvement,Responsible for the optimisation of assigned resources and continuous improvement to minimise cost and waste,not_specified,high
Glencore Electrical.docx,Minerals - Underground,Maintenance Supervisor,DUTY,D12,"Reporting, budgets and administration",Responsible for budget development and adherence to budget,not_specified,high
Glencore Electrical.docx,Minerals - Underground,Maintenance Supervisor,QUALIFICATIONS,Q9,Trade qualification (with discipline named),Trade Qualification - Electrician,required,high
Glencore Electrical.docx,Minerals - Underground,Maintenance Supervisor,EXPERIENCE,E1,Years of supervisory experience,Previous Supervisor Experience,required,medium
Glencore Electrical.docx,Minerals - Underground,Maintenance Supervisor,QUALIFICATIONS,Q5,Minerals & Quarry supervisor competencies,S123,required,medium
Glencore Electrical.docx,Minerals - Underground,Maintenance Supervisor,EXPERIENCE,E2,Years of operational/production experience,5 Years Mining Experience,required,high
Glencore Electrical.docx,Minerals - Underground,Maintenance Supervisor,EXPERIENCE,E5,Sector experience — Hard rock / Minerals,5 Years Mining Experience,required,medium
Glencore Electrical.docx,Minerals - Underground,Maintenance Supervisor,DISPOSITION,DP3,People-focused / caring,Leadership Skills,required,medium
South32 Cannington Mine.docx,Minerals - Underground,Maintenance Supervisor,EXPERIENCE,E11,Commodity/process specialism,Pump stations and dewatering systems,required,medium
South32 Cannington Mine.docx,Minerals - Underground,Maintenance Supervisor,EXPERIENCE,E7,Equipment/operational specialism,Underground fixed plant installations,required,medium
South32 Cannington Mine.docx,Minerals - Underground,Maintenance Supervisor,DISPOSITION,DP5,Hands-on / front-line leadership,"This is a frontline leadership role within the capital delivery team, ensuring mechanical works are executed safely, efficiently, and to the highest quality standards.",required,high
South32 Cannington Mine.docx,Minerals - Underground,Maintenance Supervisor,DUTY,D6,Promote and uphold safety culture,"This is a frontline leadership role within the capital delivery team, ensuring mechanical works are executed safely, efficiently, and to the highest quality standards.",not_specified,medium
South32 Cannington Mine.docx,Minerals - Underground,Maintenance Supervisor,DUTY,D1,Supervise and lead crews/contractors,Supervise mechanical construction and installation activities across underground and surface capital projects,not_specified,high
South32 Cannington Mine.docx,Minerals - Underground,Maintenance Supervisor,DUTY,D7,Oversee daily operations,Supervise mechanical construction and installation activities across underground and surface capital projects,not_specified,medium
South32 Cannington Mine.docx,Minerals - Underground,Maintenance Supervisor,DUTY,D1,Supervise and lead crews/contractors,Coordinate contractors and site crews to deliver works safely and in line with approved schedules,not_specified,high
South32 Cannington Mine.docx,Minerals - Underground,Maintenance Supervisor,DUTY,D11,Plan and schedule work,Coordinate contractors and site crews to deliver works safely and in line with approved schedules,not_specified,medium
South32 Cannington Mine.docx,Minerals - Underground,Maintenance Supervisor,DUTY,D5,Ensure statutory compliance,"Ensure compliance with safety, environmental and statutory requirements",not_specified,high
South32 Cannington Mine.docx,Minerals - Underground,Maintenance Supervisor,DUTY,D15,Environmental & quality compliance,"Ensure compliance with safety, environmental and statutory requirements",not_specified,high
South32 Cannington Mine.docx,Minerals - Underground,Maintenance Supervisor,DUTY,D7,Oversee daily operations,"Oversee installation of mechanical equipment, piping systems, structural components and ventilation infrastructure",not_specified,high
South32 Cannington Mine.docx,Minerals - Underground,Maintenance Supervisor,DUTY,D15,Environmental & quality compliance,"Monitor quality control, alignment, installation tolerances and commissioning readiness",not_specified,high
South32 Cannington Mine.docx,Minerals - Underground,Maintenance Supervisor,DUTY,D12,"Reporting, budgets and administration",Manage work orders and track progress using SAP and reporting systems,not_specified,high
South32 Cannington Mine.docx,Minerals - Underground,Maintenance Supervisor,KNOWLEDGE,K5,Operational systems / software knowledge,Manage work orders and track progress using SAP and reporting systems,required,high
South32 Cannington Mine.docx,Minerals - Underground,Maintenance Supervisor,DUTY,D16,Stakeholder engagement & cross-functional collaboration,"Participate in planning and coordination meetings with engineering, operations and project stakeholders",not_specified,high
South32 Cannington Mine.docx,Minerals - Underground,Maintenance Supervisor,KNOWLEDGE,K6,Risk management methodology,"Identify and mitigate execution risks impacting schedule, cost or safety",required,medium
South32 Cannington Mine.docx,Minerals - Underground,Maintenance Supervisor,DUTY,D6,Promote and uphold safety culture,Promote a culture of safety leadership and continuous improvement,not_specified,high
South32 Cannington Mine.docx,Minerals - Underground,Maintenance Supervisor,DUTY,D10,Drive continuous improvement,Promote a culture of safety leadership and continuous improvement,not_specified,high
South32 Cannington Mine.docx,Minerals - Underground,Maintenance Supervisor,EXPERIENCE,E2,Years of operational/production experience,Minimum 5+ years experience within a mining mechanical environment,required,high
South32 Cannington Mine.docx,Minerals - Underground,Maintenance Supervisor,EXPERIENCE,E5,Sector experience — Hard rock / Minerals,Minimum 5+ years experience within a mining mechanical environment,required,medium
South32 Cannington Mine.docx,Minerals - Underground,Maintenance Supervisor,EXPERIENCE,E1,Years of supervisory experience,5+ years experience in a supervisory or leading hand role,required,high
South32 Cannington Mine.docx,Minerals - Underground,Maintenance Supervisor,EXPERIENCE,E9,Project delivery / shutdown experience,Proven experience supervising underground capital projects,required,high
South32 Cannington Mine.docx,Minerals - Underground,Maintenance Supervisor,EXPERIENCE,E11,Commodity/process specialism,"Experience delivering ventilation systems, pump stations, or fixed plant installations",required,high
South32 Cannington Mine.docx,Minerals - Underground,Maintenance Supervisor,QUALIFICATIONS,Q9,Trade qualification (with discipline named),Trade qualification in Mechanical Fitting / Boilermaking / Heavy Mechanical or equivalent,required,high
South32 Cannington Mine.docx,Minerals - Underground,Maintenance Supervisor,KNOWLEDGE,K4,Equipment / plant knowledge,Strong understanding of mechanical installation standards and QA/QC processes,required,medium
South32 Cannington Mine.docx,Minerals - Underground,Maintenance Supervisor,EXPERIENCE,E13,Contractor management experience,Experience working with contractors in a project delivery environment,required,high
South32 Cannington Mine.docx,Minerals - Underground,Maintenance Supervisor,KNOWLEDGE,K5,Operational systems / software knowledge,Working knowledge of SAP and Microsoft Office systems,required,high
South32 Cannington Mine.docx,Minerals - Underground,Maintenance Supervisor,DISPOSITION,DP2,Strong communicator,Strong communication skills across multidisciplinary project teams,required,high
South32 Cannington Mine.docx,Minerals - Underground,Maintenance Supervisor,DISPOSITION,DP14,Relationship-building / stakeholder management,Strong communication skills across multidisciplinary project teams,required,medium
South32 Cannington Mine.docx,Minerals - Underground,Maintenance Supervisor,EXPERIENCE,E11,Commodity/process specialism,"Experience with underground ventilation fans, raise infrastructure, dewatering systems, or structural/mechanical integration projects will be highly regarded.",desirable,high
Underground_Shift_Supervisor.docx,Minerals - Underground,Underground Shift Supervisor,DUTY,D1,Supervise and lead crews/contractors,"Provide day to day supervision, mentorship and leadership to the",not_specified,high
Underground_Shift_Supervisor.docx,Minerals - Underground,Underground Shift Supervisor,DUTY,D2,"Coach, mentor, develop team capability","Provide day to day supervision, mentorship and leadership to the",not_specified,high
Underground_Shift_Supervisor.docx,Minerals - Underground,Underground Shift Supervisor,DUTY,D7,Oversee daily operations,Monitor and supervise underground mining activities,not_specified,high
Underground_Shift_Supervisor.docx,Minerals - Underground,Underground Shift Supervisor,DUTY,D6,Promote and uphold safety culture,Promote positive safety behaviours and help build a culture of,not_specified,high
Underground_Shift_Supervisor.docx,Minerals - Underground,Underground Shift Supervisor,KNOWLEDGE,K5,Operational systems / software knowledge,Use digital tools (e.g. INX) to record and monitor tasks,required,high
Underground_Shift_Supervisor.docx,Minerals - Underground,Underground Shift Supervisor,DUTY,D16,Stakeholder engagement & cross-functional collaboration,Communicate effectively with PYBAR team members and relevant,not_specified,medium
Underground_Shift_Supervisor.docx,Minerals - Underground,Underground Shift Supervisor,EXPERIENCE,E1,Years of supervisory experience,Minimum of 2 years\' experience in a Shift Supervisor or similar,required,high
Underground_Shift_Supervisor.docx,Minerals - Underground,Underground Shift Supervisor,EXPERIENCE,E2,Years of operational/production experience,Minimum of 10 years' experience in Underground Hardrock mining,required,high
Underground_Shift_Supervisor.docx,Minerals - Underground,Underground Shift Supervisor,EXPERIENCE,E5,Sector experience — Hard rock / Minerals,Minimum of 10 years' experience in Underground Hardrock mining,required,high
Underground_Shift_Supervisor.docx,Minerals - Underground,Underground Shift Supervisor,EXPERIENCE,E11,Commodity/process specialism,Development experience (Essential).,required,medium
Underground_Shift_Supervisor.docx,Minerals - Underground,Underground Shift Supervisor,DISPOSITION,DP14,Relationship-building / stakeholder management,Strong stakeholder engagement and leadership capabilities.,required,high
Underground_Shift_Supervisor.docx,Minerals - Underground,Underground Shift Supervisor,DISPOSITION,DP3,People-focused / caring,Strong stakeholder engagement and leadership capabilities.,required,medium
Underground_Shift_Supervisor.docx,Minerals - Underground,Underground Shift Supervisor,QUALIFICATIONS,Q7,First Aid Certificate,Current First Aid Certificate (Advantageous),desirable,high
Underground_Shift_Supervisor.docx,Minerals - Underground,Underground Shift Supervisor,QUALIFICATIONS,Q15,QLD Explosives Security Clearance,Queensland Explosives Security Clearance.,required,high
Underground_Shift_Supervisor.docx,Minerals - Underground,Underground Shift Supervisor,QUALIFICATIONS,Q5,Minerals & Quarry supervisor competencies,QMS123/G189,required,high
CSI_Mining_Services.docx,Minerals - Surface,Mining Supervisor,DUTY,D3,Allocate tasks and manage workloads,Organising and scheduling the mining crew to meet daily production,not_specified,high
CSI_Mining_Services.docx,Minerals - Surface,Mining Supervisor,DUTY,D11,Plan and schedule work,Organising and scheduling the mining crew to meet daily production,not_specified,high
CSI_Mining_Services.docx,Minerals - Surface,Mining Supervisor,DUTY,D8,Manage production performance & targets,Management of production and mechanical break-down issues,not_specified,medium
CSI_Mining_Services.docx,Minerals - Surface,Mining Supervisor,DUTY,D12,"Reporting, budgets and administration",Accountability for providing comprehensive reporting to the,not_specified,high
CSI_Mining_Services.docx,Minerals - Surface,Mining Supervisor,DUTY,D2,"Coach, mentor, develop team capability","Providing effective guidance, coaching and mentoring to site",not_specified,high
CSI_Mining_Services.docx,Minerals - Surface,Mining Supervisor,DUTY,D6,Promote and uphold safety culture,Maintaining and fostering a working environment which prompts safety,not_specified,high
CSI_Mining_Services.docx,Minerals - Surface,Mining Supervisor,DUTY,D16,Stakeholder engagement & cross-functional collaboration,Development of working relationships with key stakeholders on site,not_specified,high
CSI_Mining_Services.docx,Minerals - Surface,Mining Supervisor,DUTY,D8,Manage production performance & targets,"Directly monitor fleet productivity in real time, taking immediate",not_specified,high
CSI_Mining_Services.docx,Minerals - Surface,Mining Supervisor,DUTY,D10,Drive continuous improvement,"Aggressively identify and remove bottlenecks in haulage, loading,",not_specified,high
CSI_Mining_Services.docx,Minerals - Surface,Mining Supervisor,EXPERIENCE,E2,Years of operational/production experience,Minimum 5 years' experience working within a Mining and Production,required,high
CSI_Mining_Services.docx,Minerals - Surface,Mining Supervisor,EXPERIENCE,E5,Sector experience — Hard rock / Minerals,Minimum 5 years' experience working within a Mining and Production,required,medium
CSI_Mining_Services.docx,Minerals - Surface,Mining Supervisor,EXPERIENCE,E1,Years of supervisory experience,Previous experience successfully leading a team,required,high
CSI_Mining_Services.docx,Minerals - Surface,Mining Supervisor,DISPOSITION,DP6,Problem-solver / analytical,"Demonstrated strong problem solving, lateral thinking and analytical",required,high
CSI_Mining_Services.docx,Minerals - Surface,Mining Supervisor,DISPOSITION,DP13,Time management & prioritisation,Excellent time management and daily routine rituals,required,high
CSI_Mining_Services.docx,Minerals - Surface,Mining Supervisor,DISPOSITION,DP2,Strong communicator,"Strong communication skills, written and verbal with an ability to",required,high
Glencore 2.docx,Minerals - Surface,Site Services Supervisor,DUTY,D1,Supervise and lead crews/contractors,Manage a team of approximately 10 employees and contractors,not_specified,high
Glencore 2.docx,Minerals - Surface,Site Services Supervisor,EXPERIENCE,E8,Workforce context,Manage a team of approximately 10 employees and contractors,required,medium
Glencore 2.docx,Minerals - Surface,Site Services Supervisor,DUTY,D9,Coordinate resources,Ensuring reagent is available for both concentrators,not_specified,medium
Glencore 2.docx,Minerals - Surface,Site Services Supervisor,DISPOSITION,DP12,Decision-making under pressure,"You will have the ability to make decisions, work to strict deadlines and develop ongoing contingency lans for continuous improvement",required,medium
Glencore 2.docx,Minerals - Surface,Site Services Supervisor,DISPOSITION,DP10,Continuous-improvement mindset,"You will have the ability to make decisions, work to strict deadlines and develop ongoing contingency lans for continuous improvement",required,high
Glencore 2.docx,Minerals - Surface,Site Services Supervisor,DUTY,D9,Coordinate resources,"Ownership and management of a small fleet of vehicles and equipment including forklifts, loaders, excavator and bobcats",not_specified,high
Glencore 2.docx,Minerals - Surface,Site Services Supervisor,EXPERIENCE,E7,Equipment/operational specialism,"Ownership and management of a small fleet of vehicles and equipment including forklifts, loaders, excavator and bobcats",required,medium
Glencore 2.docx,Minerals - Surface,Site Services Supervisor,DISPOSITION,DP8,Accountable / takes ownership,Take ownership and accountability to meet agreed targets in a manner consistent with our values,required,high
Glencore 2.docx,Minerals - Surface,Site Services Supervisor,DUTY,D2,"Coach, mentor, develop team capability",Provide mentoring to and effectively communicate with your crew,not_specified,high
Glencore 2.docx,Minerals - Surface,Site Services Supervisor,DISPOSITION,DP1,Safety-focused,"Be safety focused and prepared to work with others to achieve daily targets and outcomes while continuing to drive a safe, productive and effective workplace where teams are empowered and supported to make improvements",required,high
Glencore 2.docx,Minerals - Surface,Site Services Supervisor,DUTY,D6,Promote and uphold safety culture,"Be safety focused and prepared to work with others to achieve daily targets and outcomes while continuing to drive a safe, productive and effective workplace where teams are empowered and supported to make improvements",not_specified,medium
Glencore 2.docx,Minerals - Surface,Site Services Supervisor,DUTY,D5,Ensure statutory compliance,Oversee and maintain compliance for the services crew with safety and training,not_specified,medium
Glencore 2.docx,Minerals - Surface,Site Services Supervisor,DUTY,D17,Training delivery & competency assurance,Oversee and maintain compliance for the services crew with safety and training,not_specified,medium
Glencore 2.docx,Minerals - Surface,Site Services Supervisor,DISPOSITION,DP5,Hands-on / front-line leadership,Previous experience with frontline leadership,required,high
Glencore 2.docx,Minerals - Surface,Site Services Supervisor,EXPERIENCE,E1,Years of supervisory experience,Previous experience with frontline leadership,required,medium
Glencore 2.docx,Minerals - Surface,Site Services Supervisor,EXPERIENCE,E2,Years of operational/production experience,A minimum of 5 years working in the operational side of the mining industry,required,high
Glencore 2.docx,Minerals - Surface,Site Services Supervisor,EXPERIENCE,E5,Sector experience — Hard rock / Minerals,A minimum of 5 years working in the operational side of the mining industry,required,medium
Glencore 2.docx,Minerals - Surface,Site Services Supervisor,DISPOSITION,DP5,Hands-on / front-line leadership,The ability to lead by example and a strong work ethic,required,high
Glencore 2.docx,Minerals - Surface,Site Services Supervisor,DISPOSITION,DP1,Safety-focused,A genuine interest in leading safe teams,required,medium
Glencore 2.docx,Minerals - Surface,Site Services Supervisor,DUTY,D12,"Reporting, budgets and administration","Experience in budget control, Microsoft Office Suite, Ellipse, SAP and/or similar software packages",not_specified,medium
Glencore 2.docx,Minerals - Surface,Site Services Supervisor,KNOWLEDGE,K5,Operational systems / software knowledge,"Experience in budget control, Microsoft Office Suite, Ellipse, SAP and/or similar software packages",required,high
Glencore 2.docx,Minerals - Surface,Site Services Supervisor,KNOWLEDGE,K8,Sector-specific technical knowledge,Technical knowledge in Filtration plant operations,required,high
Glencore 2.docx,Minerals - Surface,Site Services Supervisor,EXPERIENCE,E11,Commodity/process specialism,Technical knowledge in Filtration plant operations,required,high
Glencore Light Vehicle.docx,Minerals - Surface,Maintenance Supervisor,DUTY,D12,"Reporting, budgets and administration",Responsible for communicating accurate and relevant information and insight to line management on daily performance and against the weekly schedule,not_specified,high
Glencore Light Vehicle.docx,Minerals - Surface,Maintenance Supervisor,DUTY,D18,Shift management & handover,Responsible for ensuring shift handover is successfully managed,not_specified,high
Glencore Light Vehicle.docx,Minerals - Surface,Maintenance Supervisor,DUTY,D11,Plan and schedule work,Responsible for proactively assessing and providing input and intelligence to asset planning on equipment to improve availability (detailed scoping),not_specified,high
Glencore Light Vehicle.docx,Minerals - Surface,Maintenance Supervisor,DUTY,D8,Manage production performance & targets,Responsible on a daily basis for compliance to the weekly schedule to achieve established KPIs and compliance with forecast costs,not_specified,high
Glencore Light Vehicle.docx,Minerals - Surface,Maintenance Supervisor,DUTY,D12,"Reporting, budgets and administration",Responsible on a daily basis for compliance to the weekly schedule to achieve established KPIs and compliance with forecast costs,not_specified,medium
Glencore Light Vehicle.docx,Minerals - Surface,Maintenance Supervisor,DISPOSITION,DP5,Hands-on / front-line leadership,"Responsible for providing visible leadership and ensuring compliance to GFM policies, standards and procedures for the Maintenance Services team",required,high
Glencore Light Vehicle.docx,Minerals - Surface,Maintenance Supervisor,DUTY,D6,Promote and uphold safety culture,"Responsible for providing visible leadership and ensuring compliance to GFM policies, standards and procedures for the Maintenance Services team",not_specified,medium
Glencore Light Vehicle.docx,Minerals - Surface,Maintenance Supervisor,DUTY,D9,Coordinate resources,Responsible for the optimization of assigned resources and continuous improvement to minimize cost and waste,not_specified,high
Glencore Light Vehicle.docx,Minerals - Surface,Maintenance Supervisor,DUTY,D10,Drive continuous improvement,Responsible for the optimization of assigned resources and continuous improvement to minimize cost and waste,not_specified,high
Glencore Light Vehicle.docx,Minerals - Surface,Maintenance Supervisor,QUALIFICATIONS,Q9,Trade qualification (with discipline named),Trade Qualified,required,medium
Glencore Light Vehicle.docx,Minerals - Surface,Maintenance Supervisor,QUALIFICATIONS,Q5,Minerals & Quarry supervisor competencies,"S1,2,3",required,medium
Glencore Light Vehicle.docx,Minerals - Surface,Maintenance Supervisor,KNOWLEDGE,K9,"Maintenance planning, scheduling, condition monitoring",Thorough knowledge of asset maintenance methodologies,required,high
Glencore Light Vehicle.docx,Minerals - Surface,Maintenance Supervisor,KNOWLEDGE,K4,Equipment / plant knowledge,Working knowledge of contemporary equipment,required,high
Glencore Light Vehicle.docx,Minerals - Surface,Maintenance Supervisor,EXPERIENCE,E7,Equipment/operational specialism,Demonstrated experience in Light Vehicle Repair Industry.,required,high
Glencore Light Vehicle.docx,Minerals - Surface,Maintenance Supervisor,EXPERIENCE,E2,Years of operational/production experience,5 years underground mining experience,required,high
Glencore Light Vehicle.docx,Minerals - Surface,Maintenance Supervisor,EXPERIENCE,E5,Sector experience — Hard rock / Minerals,5 years underground mining experience,required,medium
Glencore Light Vehicle.docx,Minerals - Surface,Maintenance Supervisor,KNOWLEDGE,K5,Operational systems / software knowledge,"Proficient in Microsoft Office Suite- Word, Excel and Outlook",required,high
Glencore Light Vehicle.docx,Minerals - Surface,Maintenance Supervisor,KNOWLEDGE,K6,Risk management methodology,"Demonstrated knowledge of risk management, safety systems and legislative requirements for mining operations",required,high
Glencore Light Vehicle.docx,Minerals - Surface,Maintenance Supervisor,KNOWLEDGE,K2,QMSHA / Quarry safety legislation knowledge,"Demonstrated knowledge of risk management, safety systems and legislative requirements for mining operations",required,medium
Glencore Light Vehicle.docx,Minerals - Surface,Maintenance Supervisor,EXPERIENCE,E1,Years of supervisory experience,Experience supervising and developing large work teams to deliver business outcome,required,high
Glencore Light Vehicle.docx,Minerals - Surface,Maintenance Supervisor,EXPERIENCE,E8,Workforce context,Experience supervising and developing large work teams to deliver business outcome,required,high
Glencore MPS mech.docx,Minerals - Surface,Maintenance Supervisor,DUTY,D7,Oversee daily operations,Ensuring that mechanical maintenance tasks are carried out in a safe and timely manner,not_specified,high
Glencore MPS mech.docx,Minerals - Surface,Maintenance Supervisor,DUTY,D1,Supervise and lead crews/contractors,Management of your crews performance,not_specified,high
Glencore MPS mech.docx,Minerals - Surface,Maintenance Supervisor,DUTY,D11,Plan and schedule work,Manage shutdowns,not_specified,high
Glencore MPS mech.docx,Minerals - Surface,Maintenance Supervisor,DUTY,D11,Plan and schedule work,Ability to plan and control maintenance operations to optimise the use of all available resources,not_specified,high
Glencore MPS mech.docx,Minerals - Surface,Maintenance Supervisor,DUTY,D9,Coordinate resources,Ability to plan and control maintenance operations to optimise the use of all available resources,not_specified,high
Glencore MPS mech.docx,Minerals - Surface,Maintenance Supervisor,DUTY,D4,Conduct safety leadership activities,Conduct regular compliance audits and workplace inspections,not_specified,high
Glencore MPS mech.docx,Minerals - Surface,Maintenance Supervisor,DUTY,D5,Ensure statutory compliance,Conduct regular compliance audits and workplace inspections,not_specified,medium
Glencore MPS mech.docx,Minerals - Surface,Maintenance Supervisor,DUTY,D2,"Coach, mentor, develop team capability",The ability to build and maintain an effective team through coaching and personnel role modelling,not_specified,high
Glencore MPS mech.docx,Minerals - Surface,Maintenance Supervisor,DISPOSITION,DP5,Hands-on / front-line leadership,The ability to build and maintain an effective team through coaching and personnel role modelling,required,medium
Glencore MPS mech.docx,Minerals - Surface,Maintenance Supervisor,EXPERIENCE,E2,Years of operational/production experience,Minimum 5 years Trade experience,required,high
Glencore MPS mech.docx,Minerals - Surface,Maintenance Supervisor,QUALIFICATIONS,Q9,Trade qualification (with discipline named),Trade qualification – Mechanical fitter,required,high
Glencore MPS mech.docx,Minerals - Surface,Maintenance Supervisor,EXPERIENCE,E13,Contractor management experience,Ability to run contracting teams and manage small projects,required,high
Glencore MPS mech.docx,Minerals - Surface,Maintenance Supervisor,EXPERIENCE,E9,Project delivery / shutdown experience,Ability to run contracting teams and manage small projects,required,medium
Glencore MPS mech.docx,Minerals - Surface,Maintenance Supervisor,EXPERIENCE,E7,Equipment/operational specialism,Previous experience with heavy industrial fixed plant maintenance,required,high
Glencore MPS mech.docx,Minerals - Surface,Maintenance Supervisor,EXPERIENCE,E10,Industry breadth — heavy industry beyond mining,Previous experience with heavy industrial fixed plant maintenance,required,medium
Glencore MPS mech.docx,Minerals - Surface,Maintenance Supervisor,QUALIFICATIONS,Q5,Minerals & Quarry supervisor competencies,"S1, S2, S3 qualifications are preferred",desirable,medium
Glencore MPS mech.docx,Minerals - Surface,Maintenance Supervisor,DISPOSITION,DP12,Decision-making under pressure,"You will have the ability to make decisions, work to deadlines, high level of work quality, exceptional communication skills and strive for continuous improvement",required,high
Glencore MPS mech.docx,Minerals - Surface,Maintenance Supervisor,DISPOSITION,DP2,Strong communicator,"You will have the ability to make decisions, work to deadlines, high level of work quality, exceptional communication skills and strive for continuous improvement",required,high
Glencore MPS mech.docx,Minerals - Surface,Maintenance Supervisor,DISPOSITION,DP10,Continuous-improvement mindset,"You will have the ability to make decisions, work to deadlines, high level of work quality, exceptional communication skills and strive for continuous improvement",required,high
Glencore Primary Smelting.docx,Minerals - Surface,Production Supervisor,DUTY,D7,Oversee daily operations,"Coordinate and manage operational safety, production and risk in a large and complex footprint including assets associated with Concentrate Feed Preparation as well as the Copper IsaSmelt and Rotary Holding Furnaces",not_specified,high
Glencore Primary Smelting.docx,Minerals - Surface,Production Supervisor,DUTY,D8,Manage production performance & targets,"Coordinate and manage operational safety, production and risk in a large and complex footprint including assets associated with Concentrate Feed Preparation as well as the Copper IsaSmelt and Rotary Holding Furnaces",not_specified,high
Glencore Primary Smelting.docx,Minerals - Surface,Production Supervisor,EXPERIENCE,E11,Commodity/process specialism,"Coordinate and manage operational safety, production and risk in a large and complex footprint including assets associated with Concentrate Feed Preparation as well as the Copper IsaSmelt and Rotary Holding Furnaces",required,high
Glencore Primary Smelting.docx,Minerals - Surface,Production Supervisor,KNOWLEDGE,K8,Sector-specific technical knowledge,"Coordinate and manage operational safety, production and risk in a large and complex footprint including assets associated with Concentrate Feed Preparation as well as the Copper IsaSmelt and Rotary Holding Furnaces",required,high
Glencore Primary Smelting.docx,Minerals - Surface,Production Supervisor,DUTY,D16,Stakeholder engagement & cross-functional collaboration,"Build and promote team work within your team, across the wider Smelter department and Queensland Metals business",not_specified,medium
Glencore Primary Smelting.docx,Minerals - Surface,Production Supervisor,DUTY,D17,Training delivery & competency assurance,"Development of skills and capability necessary for you and your team to recognise and control risks to drive a Safe, positive and productive culture",not_specified,high
Glencore Primary Smelting.docx,Minerals - Surface,Production Supervisor,DUTY,D6,Promote and uphold safety culture,"Development of skills and capability necessary for you and your team to recognise and control risks to drive a Safe, positive and productive culture",not_specified,medium
Glencore Primary Smelting.docx,Minerals - Surface,Production Supervisor,DUTY,D8,Manage production performance & targets,Challenge and manage variation to achieve safety and production targets and challenge KPIs,not_specified,high
Glencore Primary Smelting.docx,Minerals - Surface,Production Supervisor,KNOWLEDGE,K8,Sector-specific technical knowledge,Have a sound knowledge of Smelting,required,high
Glencore Primary Smelting.docx,Minerals - Surface,Production Supervisor,EXPERIENCE,E1,Years of supervisory experience,Previous experience with supervising and leading teams,required,high
Glencore Primary Smelting.docx,Minerals - Surface,Production Supervisor,DISPOSITION,DP5,Hands-on / front-line leadership,The ability to lead by example and have a strong work ethic,required,high
Glencore Primary Smelting.docx,Minerals - Surface,Production Supervisor,DISPOSITION,DP1,Safety-focused,Have safety as a core value and the ability to hold others accountable to it,required,high
Glencore Primary Smelting.docx,Minerals - Surface,Production Supervisor,DISPOSITION,DP8,Accountable / takes ownership,Have safety as a core value and the ability to hold others accountable to it,required,medium
Glencore Primary Smelting.docx,Minerals - Surface,Production Supervisor,EXPERIENCE,E2,Years of operational/production experience,A minimum of 4 years working in the Smelting and Mining industry,required,high
Glencore Primary Smelting.docx,Minerals - Surface,Production Supervisor,EXPERIENCE,E11,Commodity/process specialism,A minimum of 4 years working in the Smelting and Mining industry,required,high
Glencore Primary Smelting.docx,Minerals - Surface,Production Supervisor,EXPERIENCE,E5,Sector experience — Hard rock / Minerals,A minimum of 4 years working in the Smelting and Mining industry,required,medium
Macmahon.docx,Minerals - Surface,Production Supervisor,DUTY,D6,Promote and uphold safety culture,Lead safe work practices by driving a proactive safety culture and ensuring full compliance with site standards.,not_specified,high
Macmahon.docx,Minerals - Surface,Production Supervisor,DUTY,D5,Ensure statutory compliance,Lead safe work practices by driving a proactive safety culture and ensuring full compliance with site standards.,not_specified,medium
Macmahon.docx,Minerals - Surface,Production Supervisor,DUTY,D1,Supervise and lead crews/contractors,"Supervise daily mining operations across digging, hauling and dumping activities to deliver safe and efficient outcomes.",not_specified,high
Macmahon.docx,Minerals - Surface,Production Supervisor,DUTY,D7,Oversee daily operations,"Supervise daily mining operations across digging, hauling and dumping activities to deliver safe and efficient outcomes.",not_specified,high
Macmahon.docx,Minerals - Surface,Production Supervisor,DUTY,D11,Plan and schedule work,"Execute the mine plan, ensuring production activities align with short term schedules and operational targets.",not_specified,high
Macmahon.docx,Minerals - Surface,Production Supervisor,DUTY,D8,Manage production performance & targets,"Execute the mine plan, ensuring production activities align with short term schedules and operational targets.",not_specified,high
Macmahon.docx,Minerals - Surface,Production Supervisor,DUTY,D8,Manage production performance & targets,"Monitor fleet performance, including cycle times, delays and equipment utilisation, optimising outcomes in collaboration with Dispatch.",not_specified,high
Macmahon.docx,Minerals - Surface,Production Supervisor,DUTY,D2,"Coach, mentor, develop team capability","Provide leadership and coaching to operators to build capability, maintain engagement and support performance.",not_specified,high
Macmahon.docx,Minerals - Surface,Production Supervisor,DUTY,D12,"Reporting, budgets and administration","Ensure accurate reporting through shift logs, production data, environmental checks and incident documentation.",not_specified,high
Macmahon.docx,Minerals - Surface,Production Supervisor,DUTY,D15,Environmental & quality compliance,"Ensure accurate reporting through shift logs, production data, environmental checks and incident documentation.",not_specified,medium
Macmahon.docx,Minerals - Surface,Production Supervisor,DUTY,D16,Stakeholder engagement & cross-functional collaboration,"Coordinate with site departments, including Maintenance, Technical Services and Drill & Blast, to maintain operational flow.",not_specified,high
Macmahon.docx,Minerals - Surface,Production Supervisor,EXPERIENCE,E1,Years of supervisory experience,"Extensive surface mining experience as a Production Supervisor, Leading Hand or Senior Operator",required,high
Macmahon.docx,Minerals - Surface,Production Supervisor,EXPERIENCE,E5,Sector experience — Hard rock / Minerals,"Extensive surface mining experience as a Production Supervisor, Leading Hand or Senior Operator",required,medium
Macmahon.docx,Minerals - Surface,Production Supervisor,DISPOSITION,DP1,Safety-focused,"A strong, proven commitment to safety and excellent communication skills across all levels.",required,high
